,trend_score,appearances,current_shares,share_change,newly_entered,exited,has_changes
The South Indian Bank Ltd,-1.0,1,106518390.0,-0.8705312624143459,False,False,True
KFin Technologies Ltd,0.0,1,559475.0,0.0,False,False,
JSW Cement Ltd,1.0,1,2266942.0,122.13814661296803,False,False,True
IndiaMART InterMESH Ltd,0.0,1,82846.0,0.0,False,False,
Vedanta Ltd,0.0,1,1893510.0,0.0,False,False,
Eternal Ltd,1.0,1,1455528.0,0.0,True,False,True
Clean Science and Technology Ltd,-1.0,1,135409.0,-3.2792857142857144,False,False,True
Bombay Burmah Trading Corp Ltd,0.0,1,196754.0,0.0,False,False,
KEC International Ltd,1.0,1,389043.0,6.574567927614007,False,False,True
Cohance Lifesciences Ltd,1.0,1,419345.0,0.0,True,False,True
GNA Axles Ltd,0.0,1,118573.0,0.0,False,False,
Strides Pharma Science Ltd,1.0,1,1418532.0,42.974693495780905,False,False,True
Metropolis Healthcare Ltd,1.0,1,122367.0,48.30026783658333,False,False,True
Saatvik Green Energy Ltd,1.0,1,1685975.0,0.0,True,False,True
Baazar Style Retail Ltd,-1.0,1,1970845.0,-4.235867484281008,False,False,True
Jindal Saw Ltd,1.0,1,930938.0,65.45949615916452,False,False,True
R R Kabel Ltd,1.0,1,98154.0,0.0,True,False,True
eClerx Services Ltd,1.0,1,312103.0,0.9705502696512165,False,False,True
Aarti Industries Ltd,0.0,1,615727.0,0.0,False,False,
Krishna Institute of Medical Sciences Ltd,0.0,1,298498.0,0.0,False,False,
Kirloskar Ferrous Industries Ltd,1.0,1,1351352.0,1.1981859464770337,False,False,True
Piramal Pharma Ltd,1.0,1,7891952.0,17.21476885365427,False,False,True
Greenply Industries Ltd,0.0,1,1109031.0,0.0,False,False,
Ecos (India) Mobility & Hospitality Ltd,1.0,1,1242970.0,3.7120290500816866,False,False,True
CG Power & Industrial Solutions Ltd,-1.0,1,0.0,-100.0,False,True,True
UPL Ltd Ordinary Shares (Partly Paid Rs.1),-1.0,1,0.0,-100.0,False,True,True
Glenmark Pharmaceuticals Ltd,1.0,1,952877.0,11.987631584823658,False,False,True
JSW Energy Ltd,-1.0,1,0.0,-100.0,False,True,True
Pondy Oxides And Chemicals Ltd,-1.0,1,201315.0,-29.890089224146937,False,False,True
Samvardhana Motherson International Ltd,1.0,1,4172740.0,26.341764716568665,False,False,True
Arvind Fashions Ltd,-1.0,1,238496.0,-0.8633554056357113,False,False,True
INOX Green Energy Services Ltd,-1.0,1,0.0,-100.0,False,True,True
Star Health and Allied Insurance Co Ltd,1.0,1,1030731.0,10.371173077396701,False,False,True
DOMS Industries Ltd,0.0,0,0.0,0.0,False,False,
IndusInd Bank Ltd,1.0,1,1260156.0,1.2046683307151873,False,False,True
Sagility Ltd,-1.0,1,8307813.0,-5.138269108965902,False,False,True
Quess Corp Ltd,1.0,1,1065593.0,11.885849644002002,False,False,True
Minda Corp Ltd,-1.0,1,0.0,-100.0,False,True,True
Neuland Laboratories Ltd,-1.0,1,59213.0,-3.815665507943212,False,False,True
TVS Holdings Ltd,1.0,1,130649.0,8.191657626472999,False,False,True
State Bank of India,-1.0,1,2120624.0,-2.7515059909457107,False,False,True
Hi-Tech Pipes Ltd,1.0,1,7494193.0,39.35744002475418,False,False,True
EFC (I) Ltd,0.0,1,1629863.0,0.0,False,False,
Amber Enterprises India Ltd Ordinary Shares,1.0,1,11098.0,0.0,True,False,True
Edelweiss Financial Services Ltd,-1.0,1,2188104.0,-17.283895546773582,False,False,True
Vintage Coffee & Beverages Ltd,1.0,1,6026993.0,260.46759765142554,False,False,True
CESC Ltd,-1.0,1,2718637.0,-5.724654266017505,False,False,True
Signatureglobal (India) Ltd,1.0,1,728063.0,5.010651601057516,False,False,True
Sapphire Foods India Ltd,0.0,1,1275724.0,0.0,False,False,
Amanta Healthcare Ltd,1.0,1,1094150.0,0.0,True,False,True
Keystone Realtors Ltd,1.0,1,497616.0,5.29861863488624,False,False,True
Multi Commodity Exchange of India Ltd,0.0,1,27547.0,0.0,False,False,
OneSource Specialty Pharma Ltd,1.0,1,256764.0,7.210588947577194,False,False,True
Nuvama Wealth Management Ltd,1.0,1,112837.0,24.90673810288143,False,False,True
Deepak Fertilisers & Petrochemicals Corp Ltd,0.0,1,628944.0,0.0,False,False,
Thirumalai Chemicals Ltd,1.0,1,577617.0,0.0,True,False,True
Wockhardt Ltd,0.0,1,572354.0,0.0,False,False,
Sai Life Sciences Ltd,-1.0,1,428836.0,-18.707620331246222,False,False,True
E2E Networks Ltd Ordinary Shares,1.0,1,123303.0,516.515,False,False,True
NCC Ltd,1.0,1,3737989.0,2.467112702368346,False,False,True
Sunteck Realty Ltd,1.0,1,1568727.0,12.764195558085822,False,False,True
UPL Ltd,1.0,1,475710.0,26.78905537876001,False,False,True
Sobha Ltd,1.0,1,3646049.0,10.89152424221595,False,False,True
Bank of India,1.0,1,2820078.0,18.986716892861754,False,False,True
Chemplast Sanmar Ltd,0.0,1,267634.0,0.0,False,False,
NTPC Green Energy Ltd,1.0,1,2652533.0,47.976801542844676,False,False,True
Stove Kraft Ltd Ordinary Shares,0.0,1,1108248.0,0.0,False,False,
Can Fin Homes Ltd,1.0,1,1093831.0,5.803656497048356,False,False,True
Ethos Ltd,0.0,1,289012.0,0.0,False,False,
Eris Lifesciences Ltd Registered Shs,0.0,1,418483.0,0.0,False,False,
Kirloskar Pneumatic Co Ltd,1.0,1,188429.0,8.649072531122245,False,False,True
Vishnu Chemicals Ltd,1.0,1,961765.0,2.1236720413266577,False,False,True
Orient Electric Ltd Ordinary Shares,1.0,1,173178.0,124.387778900723,False,False,True
Ventive Hospitality Ltd,1.0,1,23513.0,0.0,True,False,True
Crompton Greaves Consumer Electricals Ltd,1.0,1,2555546.0,2.4042834714327044,False,False,True
Medplus Health Services Ltd,0.0,1,394694.0,0.0,False,False,
Aditya Birla Real Estate Ltd,0.0,1,357458.0,0.0,False,False,
AWL Agri Business Ltd,1.0,1,1840778.0,6.973589852961857,False,False,True
Paradeep Phosphates Ltd,1.0,1,6229222.0,0.0,True,False,True
Arvind SmartSpaces Ltd,1.0,1,1469527.0,51.609225759992405,False,False,True
JK Lakshmi Cement Ltd,1.0,1,340322.0,16.89250225835592,False,False,True
Gujarat State Petronet Ltd,0.0,1,277028.0,0.0,False,False,
Sansera Engineering Ltd,0.0,1,411108.0,0.0,False,False,
Safari Industries (India) Ltd,-1.0,1,0.0,-100.0,False,True,True
GMM Pfaudler Ltd,1.0,1,276099.0,2.2214077060633324,False,False,True
Jyoti CNC Automation Ltd,0.0,1,121424.0,0.0,False,False,
Ellenbarrie Industrial Gases Ltd,0.0,1,355572.0,0.0,False,False,
National Aluminium Co Ltd,0.0,1,2290000.0,0.0,False,False,
Rane Holdings Ltd,0.0,1,146008.0,0.0,False,False,
EPACK Durable Ltd,1.0,1,1498605.0,2755.8456407813246,False,False,True
